my_publication,cited_by_title,cited_by_author,cited_by_institution,cited_by_country
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,R. J. Yokelson,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Rebecca S. Hornbrook,NSF National Center for Atmospheric Research,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Eric C. Apel,NSF National Center for Atmospheric Research,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,I‐Ting Ku,Colorado State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Jeffrey L. Collett,Colorado State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Amy P. Sullivan,Colorado State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Daniel A. Jaffe,University of Washington,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Daniel A. Jaffe,University of Washington Bothell,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Jeffrey R. Pierce,Colorado State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Alan Fried,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Alan Fried,Institute of Arctic and Alpine Research,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Matthew M. Coggon,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Georgios I. Gkatzelis,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Georgios I. Gkatzelis,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Georgios I. Gkatzelis,Forschungszentrum Jülich,DE
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Georgios I. Gkatzelis,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,C. Warneke,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Emily V. Fischer,Colorado State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Lu Hu,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Reactive Nitrogen Partitioning Enhances the Contribution of Canadian Wildfire Plumes to US Ozone Air Quality,Meiyun Lin,NOAA Geophysical Fluid Dynamics Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Reactive Nitrogen Partitioning Enhances the Contribution of Canadian Wildfire Plumes to US Ozone Air Quality,Larry W. Horowitz,NOAA Geophysical Fluid Dynamics Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Reactive Nitrogen Partitioning Enhances the Contribution of Canadian Wildfire Plumes to US Ozone Air Quality,Lu Hu,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Reactive Nitrogen Partitioning Enhances the Contribution of Canadian Wildfire Plumes to US Ozone Air Quality,Wade Permar,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Katherine R. Travis,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. H. Crawford,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,A. J. Soja,National Institute of Aerospace,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,A. J. Soja,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Emily Gargulinski,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Emily Gargulinski,National Institute of Aerospace,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Richard H. Moore,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Elizabeth B. Wiggins,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Glenn S. Diskin,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Joshua P. DiGangi,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. B. Nowak,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Hannah S. Halliday,Environmental Protection Agency,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Hannah S. Halliday,Langley Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,R. J. Yokelson,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. L. McCarty,Miami University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. L. McCarty,Ames Research Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Isobel J. Simpson,"University of California, Irvine",US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,D. R. Blake,"University of California, Irvine",US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Simone Meinardi,"University of California, Irvine",US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Rebecca S. Hornbrook,NSF National Center for Atmospheric Research,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Rebecca S. Hornbrook,Atmospheric Chemistry Observations & Modeling,
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Eric C. Apel,NSF National Center for Atmospheric Research,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Eric C. Apel,Atmospheric Chemistry Observations & Modeling,
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Alan J. Hills,NSF National Center for Atmospheric Research,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Alan J. Hills,Atmospheric Chemistry Observations & Modeling,
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,C. Warneke,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Matthew M. Coggon,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Andrew W. Rollins,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. B. Gilman,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Caroline C. Womack,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Caroline C. Womack,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Caroline C. Womack,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Michael Robinson,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Michael Robinson,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Michael Robinson,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Joseph M. Katich,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Joseph M. Katich,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Joseph M. Katich,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Jeff Peischl,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Jeff Peischl,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Jeff Peischl,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Georgios I. Gkatzelis,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Georgios I. Gkatzelis,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Georgios I. Gkatzelis,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Georgios I. Gkatzelis,Forschungszentrum Jülich,DE
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Ilann Bourgeois,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Ilann Bourgeois,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Ilann Bourgeois,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Ilann Bourgeois,Université Savoie Mont Blanc,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Ilann Bourgeois,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Pamela S. Rickly,Colorado Department of Public Health and Environment,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Pamela S. Rickly,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Pamela S. Rickly,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Pamela S. Rickly,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Aaron Lamplugh,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Aaron Lamplugh,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Aaron Lamplugh,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Jack E. Dibb,University of New Hampshire,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. L. Jiménez,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. L. Jiménez,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Pedro Campuzano‐Jost,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Pedro Campuzano‐Jost,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Douglas A. Day,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Douglas A. Day,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Hongyu Guo,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Hongyu Guo,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Demetrios Pagonis,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Demetrios Pagonis,Cooperative Institute for Research in Environmental Sciences,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,P. O. Wennberg,California Institute of Technology,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,John D. Crounse,California Institute of Technology,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Lu Xu,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Lu Xu,California Institute of Technology,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,T. F. Hanisco,Goddard Space Flight Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Glenn M. Wolfe,Goddard Space Flight Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. Liao,Universities Space Research Association,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,J. Liao,Goddard Space Flight Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Jason M. St. Clair,"University of Maryland, Baltimore",US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Jason M. St. Clair,Goddard Space Flight Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Jason M. St. Clair,Earth System Science Interdisciplinary Center,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Benjamin A. Nault,Aerodyne Research,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Alan Fried,Institute of Arctic and Alpine Research,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,Alan Fried,University of Colorado Boulder,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emission Factors for Crop Residue and Prescribed Fires in the Eastern US During FIREX‐AQ,A. E. Perring,Colgate University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Manolis N. Romanías,IMT Nord Europe,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Manolis N. Romanías,Institut Mines-Télécom,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Manolis N. Romanías,Université de Lille,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Matthew M. Coggon,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Matthew M. Coggon,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Fatima Al Ali,Université de Lille,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Fatima Al Ali,Institut Mines-Télécom,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Fatima Al Ali,Laboratoire de Physico-Chimie de l'Atmosphère,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,James B. Burkholder,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,James B. Burkholder,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Philippe Dagaut,Institut de Combustion Aérothermique Réactivité et Environnement,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Philippe Dagaut,Centre National de la Recherche Scientifique,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Zachary C. J. Decker,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Zachary C. J. Decker,Paul Scherrer Institute,CH
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,C. Warneke,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,C. Warneke,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Chelsea E. Stockwell,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Chelsea E. Stockwell,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,J. M. Roberts,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,J. M. Roberts,National Oceanic and Atmospheric Administration,US
